label,predicted,confidence,doubt,doubt_or_error,is_doubt,is_error
5,-1,0.9999992847442628,True,1,1,0
4,4,1.0,False,0,0,0
9,-1,0.999983549118042,True,1,1,0
8,8,1.0,False,0,0,0
4,4,1.0,False,0,0,0
8,8,1.0,False,0,0,0
7,-1,0.9999995231628418,True,1,1,0
1,-1,0.9999997615814208,True,1,1,0
1,-1,0.9999903440475464,True,1,1,0
5,-1,0.9999996423721312,True,1,1,0
8,8,1.0,False,0,0,0
4,4,1.0,False,0,0,0
5,5,1.0,False,0,0,0
0,0,1.0,False,0,0,0
1,-1,0.9999507665634156,True,1,1,0
5,-1,0.9992905855178832,True,1,1,0
1,-1,0.9999996423721312,True,1,1,0
4,4,1.0,False,0,0,0
7,-1,0.9998226761817932,True,1,1,0
3,3,1.0,False,0,0,0
6,-1,0.999995231628418,True,1,1,0
8,-1,0.9999146461486816,True,1,1,0
1,-1,0.9999998807907104,True,1,1,0
0,-1,0.9999971389770508,True,1,1,0
1,-1,0.9999964237213136,True,1,1,0
8,8,1.0,False,0,0,0
5,5,1.0,False,0,0,0
9,-1,0.9991084933280944,True,1,1,0
8,8,1.0,False,0,0,0
6,-1,0.9999966621398926,True,1,1,0
5,5,1.0,False,0,0,0
6,6,1.0,False,0,0,0
8,8,1.0,False,0,0,0
8,8,1.0,False,0,0,0
1,-1,0.9991576671600342,True,1,1,0
9,-1,0.999854564666748,True,1,1,0
6,6,1.0,False,0,0,0
6,-1,0.9999969005584716,True,1,1,0
0,0,1.0,False,0,0,0
3,3,1.0,False,0,0,0
1,1,1.0,False,0,0,0
8,8,1.0,False,0,0,0
1,-1,0.9999990463256836,True,1,1,0
1,-1,0.9999998807907104,True,1,1,0
6,6,1.0,False,0,0,0
3,-1,0.9999998807907104,True,1,1,0
6,-1,0.9998775720596312,True,1,1,0
7,7,1.0,False,0,0,0
3,3,1.0,False,0,0,0
4,-1,0.9999890327453612,True,1,1,0
3,-1,0.9997804760932922,True,1,1,0
0,0,1.0,False,0,0,0
5,-1,0.999964952468872,True,1,1,0
2,-1,0.5321451425552368,True,1,1,0
2,2,1.0,False,0,0,0
0,-1,0.9999724626541138,True,1,1,0
8,-1,0.999976634979248,True,1,1,0
7,7,1.0,False,0,0,0
2,-1,0.9999995231628418,True,1,1,0
6,6,1.0,False,0,0,0
0,0,1.0,False,0,0,0
4,4,1.0,False,0,0,0
7,-1,0.9999984502792358,True,1,1,0
4,4,1.0,False,0,0,0
2,2,1.0,False,0,0,0
3,-1,0.9999996423721312,True,1,1,0
7,7,1.0,False,0,0,0
1,-1,0.9999995231628418,True,1,1,0
0,0,1.0,False,0,0,0
8,-1,0.9999990463256836,True,1,1,0
9,-1,0.9999964237213136,True,1,1,0
2,2,1.0,False,0,0,0
7,-1,0.9955767393112184,True,1,1,0
0,-1,0.9999998807907104,True,1,1,0
8,-1,0.9999995231628418,True,1,1,0
8,8,1.0,False,0,0,0
7,-1,0.99998676776886,True,1,1,0
1,-1,0.9999974966049194,True,1,1,0
3,3,1.0,False,0,0,0
9,-1,0.972459614276886,True,1,1,0
3,3,1.0,False,0,0,0
5,5,1.0,False,0,0,0
1,-1,0.9999960660934448,True,1,1,0
2,-1,0.9999998807907104,True,1,1,0
9,-1,0.7286279797554016,True,1,1,0
3,3,1.0,False,0,0,0
6,6,1.0,False,0,0,0
9,-1,0.9999889135360718,True,1,1,0
9,-1,0.9999974966049194,True,1,1,0
3,-1,0.9999998807907104,True,1,1,0
0,-1,0.9999988079071044,True,1,1,0
3,-1,0.9999980926513672,True,1,1,0
3,3,1.0,False,0,0,0
4,4,1.0,False,0,0,0
2,2,1.0,False,0,0,0
6,6,1.0,False,0,0,0
9,-1,0.996799111366272,True,1,1,0
8,8,1.0,False,0,0,0
4,4,1.0,False,0,0,0
8,8,1.0,False,0,0,0
4,-1,0.9999970197677612,True,1,1,0
2,-1,0.9997782111167908,True,1,1,0
0,-1,0.9999992847442628,True,1,1,0
1,-1,0.9999972581863404,True,1,1,0
5,5,1.0,False,0,0,0
7,7,1.0,False,0,0,0
6,-1,0.999996304512024,True,1,1,0
8,8,1.0,False,0,0,0
3,3,1.0,False,0,0,0
3,3,1.0,False,0,0,0
7,7,1.0,False,0,0,0
8,8,1.0,False,0,0,0
7,-1,0.9996793270111084,True,1,1,0
1,-1,0.9999885559082032,True,1,1,0
6,6,1.0,False,0,0,0
5,-1,0.9999980926513672,True,1,1,0
3,3,1.0,False,0,0,0
8,8,1.0,False,0,0,0
4,-1,0.9999929666519164,True,1,1,0
4,4,1.0,False,0,0,0
4,4,1.0,False,0,0,0
0,0,1.0,False,0,0,0
0,0,1.0,False,0,0,0
8,8,1.0,False,0,0,0
1,1,1.0,False,0,0,0
8,8,1.0,False,0,0,0
0,-1,0.9999997615814208,True,1,1,0
3,3,1.0,False,0,0,0
6,6,1.0,False,0,0,0
2,-1,0.9999998807907104,True,1,1,0
4,4,1.0,False,0,0,0
2,2,1.0,False,0,0,0
6,6,1.0,False,0,0,0
2,2,1.0,False,0,0,0
4,-1,0.9998966455459596,True,1,1,0
6,-1,0.9999998807907104,True,1,1,0
1,-1,0.9998514652252196,True,1,1,0
2,-1,0.9999970197677612,True,1,1,0
3,3,1.0,False,0,0,0
0,0,1.0,False,0,0,0
4,-1,0.998163640499115,True,1,1,0
7,7,1.0,False,0,0,0
5,5,1.0,False,0,0,0
6,6,1.0,False,0,0,0
9,-1,0.9999961853027344,True,1,1,0
6,6,1.0,False,0,0,0
9,-1,0.9986703395843506,True,1,1,0
1,1,1.0,False,0,0,0
0,0,1.0,False,0,0,0
3,3,1.0,False,0,0,0
7,7,1.0,False,0,0,0
9,9,1.0,False,0,0,0
7,7,1.0,False,0,0,0
1,1,1.0,False,0,0,0
2,2,1.0,False,0,0,0
3,3,1.0,False,0,0,0
3,3,1.0,False,0,0,0
6,6,1.0,False,0,0,0
3,3,1.0,False,0,0,0
0,0,1.0,False,0,0,0
6,6,1.0,False,0,0,0
7,-1,0.9999983310699464,True,1,1,0
5,5,1.0,False,0,0,0
1,1,1.0,False,0,0,0
0,-1,0.9999994039535522,True,1,1,0
8,-1,0.99965238571167,True,1,1,0
7,-1,0.9999970197677612,True,1,1,0
3,3,1.0,False,0,0,0
7,-1,0.9988225102424622,True,1,1,0
8,-1,0.9999998807907104,True,1,1,0
3,3,1.0,False,0,0,0
5,-1,0.9999986886978148,True,1,1,0
0,-1,0.9999998807907104,True,1,1,0
3,3,1.0,False,0,0,0
4,4,1.0,False,0,0,0
8,-1,0.9999982118606568,True,1,1,0
5,-1,0.9087567329406738,True,1,1,0
3,-1,0.9999998807907104,True,1,1,0
2,2,1.0,False,0,0,0
0,0,1.0,False,0,0,0
2,2,1.0,False,0,0,0
2,-1,0.9999995231628418,True,1,1,0
2,-1,0.9999982118606568,True,1,1,0
5,-1,0.9999665021896362,True,1,1,0
3,3,1.0,False,0,0,0
8,8,1.0,False,0,0,0
3,-1,0.9999998807907104,True,1,1,0
6,-1,0.9999977350234984,True,1,1,0
4,4,1.0,False,0,0,0
3,3,1.0,False,0,0,0
2,-1,0.9999940395355223,True,1,1,0
0,0,1.0,False,0,0,0
9,-1,0.9999994039535522,True,1,1,0
6,6,1.0,False,0,0,0
5,5,1.0,False,0,0,0
5,5,1.0,False,0,0,0
3,3,1.0,False,0,0,0
9,-1,0.99541974067688,True,1,1,0
2,-1,0.9999996423721312,True,1,1,0
0,-1,0.9999998807907104,True,1,1,0
0,0,1.0,False,0,0,0
2,2,1.0,False,0,0,0
7,-1,0.9999631643295288,True,1,1,0
0,0,1.0,False,0,0,0
5,-1,0.9999977350234984,True,1,1,0
6,6,1.0,False,0,0,0
2,2,1.0,False,0,0,0
2,2,1.0,False,0,0,0
5,-1,0.9999998807907104,True,1,1,0
6,-1,0.9999998807907104,True,1,1,0
2,-1,0.9999997615814208,True,1,1,0
3,-1,0.9999997615814208,True,1,1,0
9,-1,0.9999998807907104,True,1,1,0
5,-1,0.9998385906219482,True,1,1,0
0,0,1.0,False,0,0,0
4,4,1.0,False,0,0,0
8,8,1.0,False,0,0,0
8,8,1.0,False,0,0,0
0,0,1.0,False,0,0,0
9,-1,0.999995231628418,True,1,1,0
8,8,1.0,False,0,0,0
5,5,1.0,False,0,0,0
9,-1,0.9999287128448486,True,1,1,0
0,0,1.0,False,0,0,0
8,-1,0.99999737739563,True,1,1,0
4,4,1.0,False,0,0,0
9,-1,0.9995750784873962,True,1,1,0
2,2,1.0,False,0,0,0
4,4,1.0,False,0,0,0
1,-1,0.999991774559021,True,1,1,0
6,6,1.0,False,0,0,0
2,2,1.0,False,0,0,0
1,-1,0.9999994039535522,True,1,1,0
4,4,1.0,False,0,0,0
8,8,1.0,False,0,0,0
6,-1,0.9999974966049194,True,1,1,0
3,3,1.0,False,0,0,0
7,7,1.0,False,0,0,0
0,-1,0.9999376535415648,True,1,1,0
1,-1,0.9299626350402832,True,1,1,0
9,9,1.0,False,0,0,0
2,2,1.0,False,0,0,0
1,-1,0.9999985694885254,True,1,1,0
3,-1,0.9999995231628418,True,1,1,0
4,-1,0.9999381303787231,True,1,1,0
0,-1,0.9999997615814208,True,1,1,0
5,-1,0.9999319314956664,True,1,1,0
4,4,1.0,False,0,0,0
5,-1,0.9998490810394288,True,1,1,0
5,-1,0.9999992847442628,True,1,1,0
9,-1,0.9999997615814208,True,1,1,0
0,-1,0.9999998807907104,True,1,1,0
0,0,1.0,False,0,0,0
0,0,1.0,False,0,0,0
1,-1,0.9999995231628418,True,1,1,0
3,3,1.0,False,0,0,0
2,2,1.0,False,0,0,0
7,7,1.0,False,0,0,0
3,3,1.0,False,0,0,0
6,-1,0.999985933303833,True,1,1,0
8,8,1.0,False,0,0,0
9,-1,0.999971866607666,True,1,1,0
9,-1,0.9999998807907104,True,1,1,0
9,-1,0.999549686908722,True,1,1,0
9,-1,0.9999405145645142,True,1,1,0
3,3,1.0,False,0,0,0
5,5,1.0,False,0,0,0
1,-1,0.9999899864196776,True,1,1,0
6,6,1.0,False,0,0,0
5,5,1.0,False,0,0,0
8,8,1.0,False,0,0,0
9,-1,0.9999845027923584,True,1,1,0
6,-1,0.9999998807907104,True,1,1,0
2,-1,0.999993085861206,True,1,1,0
8,8,1.0,False,0,0,0
2,2,1.0,False,0,0,0
3,3,1.0,False,0,0,0
9,-1,0.9999996423721312,True,1,1,0
2,2,1.0,False,0,0,0
9,-1,0.9999997615814208,True,1,1,0
6,6,1.0,False,0,0,0
8,8,1.0,False,0,0,0
2,2,1.0,False,0,0,0
9,-1,0.9999998807907104,True,1,1,0
2,2,1.0,False,0,0,0
1,-1,0.9999891519546508,True,1,1,0
1,-1,0.9999886751174928,True,1,1,0
2,2,1.0,False,0,0,0
1,1,1.0,False,0,0,0
1,-1,0.9999994039535522,True,1,1,0
2,2,1.0,False,0,0,0
1,-1,0.999997854232788,True,1,1,0
4,4,1.0,False,0,0,0
0,-1,0.9999998807907104,True,1,1,0
7,7,1.0,False,0,0,0
5,-1,0.9999995231628418,True,1,1,0
4,4,1.0,False,0,0,0
8,8,1.0,False,0,0,0
9,9,1.0,False,0,0,0
2,-1,0.9999998807907104,True,1,1,0
1,1,1.0,False,0,0,0
6,-1,0.999990701675415,True,1,1,0
9,-1,0.9999998807907104,True,1,1,0
1,1,1.0,False,0,0,0
5,5,1.0,False,0,0,0
8,-1,0.9999977350234984,True,1,1,0
1,-1,0.9999996423721312,True,1,1,0
0,0,1.0,False,0,0,0
6,-1,0.9999998807907104,True,1,1,0
6,-1,0.9999899864196776,True,1,1,0
1,1,1.0,False,0,0,0
1,-1,0.9999960660934448,True,1,1,0
0,0,1.0,False,0,0,0
1,-1,0.999980092048645,True,1,1,0
7,-1,0.9999971389770508,True,1,1,0
8,-1,0.9999998807907104,True,1,1,0
0,-1,0.9996819496154784,True,1,1,0
2,-1,0.9999735355377196,True,1,1,0
7,7,1.0,False,0,0,0
0,-1,0.9980674386024476,True,1,1,0
6,-1,0.9999850988388062,True,1,1,0
7,-1,0.9999992847442628,True,1,1,0
2,2,1.0,False,0,0,0
1,-1,0.9999996423721312,True,1,1,0
7,7,1.0,False,0,0,0
1,1,1.0,False,0,0,0
8,8,1.0,False,0,0,0
1,-1,0.9999057054519652,True,1,1,0
3,-1,0.99999737739563,True,1,1,0
1,-1,0.999998927116394,True,1,1,0
5,-1,0.9999996423721312,True,1,1,0
8,8,1.0,False,0,0,0
4,4,1.0,False,0,0,0
7,-1,0.9999991655349731,True,1,1,0
6,-1,0.9983491897583008,True,1,1,0
8,8,1.0,False,0,0,0
9,-1,0.9997900128364564,True,1,1,0
2,2,1.0,False,0,0,0
3,3,1.0,False,0,0,0
2,2,1.0,False,0,0,0
4,4,1.0,False,0,0,0
7,-1,0.9999988079071044,True,1,1,0
5,-1,0.9957104921340942,True,1,1,0
3,-1,0.999414324760437,True,1,1,0
0,-1,0.9999997615814208,True,1,1,0
2,-1,0.999996781349182,True,1,1,0
6,-1,0.9999998807907104,True,1,1,0
7,-1,0.9999960660934448,True,1,1,0
1,1,1.0,False,0,0,0
9,-1,0.9999998807907104,True,1,1,0
2,2,1.0,False,0,0,0
1,1,1.0,False,0,0,0
0,-1,0.9996614456176758,True,1,1,0
2,2,1.0,False,0,0,0
2,2,1.0,False,0,0,0
0,0,1.0,False,0,0,0
1,1,1.0,False,0,0,0
1,-1,0.9998257756233216,True,1,1,0
1,-1,0.9997326731681824,True,1,1,0
6,6,1.0,False,0,0,0
8,-1,0.9999970197677612,True,1,1,0
9,-1,0.9999582767486572,True,1,1,0
4,4,1.0,False,0,0,0
7,-1,0.9999997615814208,True,1,1,0
5,-1,0.9999996423721312,True,1,1,0
4,4,1.0,False,0,0,0
8,8,1.0,False,0,0,0
6,6,1.0,False,0,0,0
8,8,1.0,False,0,0,0
4,4,1.0,False,0,0,0
0,-1,0.9998319149017334,True,1,1,0
4,4,1.0,False,0,0,0
2,2,1.0,False,0,0,0
7,-1,0.9999361038208008,True,1,1,0
2,-1,0.9999974966049194,True,1,1,0
6,6,1.0,False,0,0,0
1,-1,0.9999406337738036,True,1,1,0
2,2,1.0,False,0,0,0
5,-1,0.9999991655349731,True,1,1,0
9,-1,0.9999778270721436,True,1,1,0
5,-1,0.9999991655349731,True,1,1,0
5,5,1.0,False,0,0,0
4,-1,0.999232053756714,True,1,1,0
3,3,1.0,False,0,0,0
9,-1,0.9999992847442628,True,1,1,0
4,4,1.0,False,0,0,0
4,-1,0.9999998807907104,True,1,1,0
1,-1,0.9999983310699464,True,1,1,0
9,-1,0.999995231628418,True,1,1,0
4,4,1.0,False,0,0,0
0,0,1.0,False,0,0,0
4,-1,0.9999982118606568,True,1,1,0
4,4,1.0,False,0,0,0
5,-1,0.999996542930603,True,1,1,0
2,2,1.0,False,0,0,0
9,-1,0.9695493578910828,True,1,1,0
6,6,1.0,False,0,0,0
2,-1,0.9999997615814208,True,1,1,0
4,-1,0.9999927282333374,True,1,1,0
6,6,1.0,False,0,0,0
2,2,1.0,False,0,0,0
5,-1,0.9999864101409912,True,1,1,0
0,0,1.0,False,0,0,0
6,-1,0.9999998807907104,True,1,1,0
6,-1,0.8024638295173645,True,1,1,0
6,6,1.0,False,0,0,0
6,6,1.0,False,0,0,0
2,-1,0.9999998807907104,True,1,1,0
3,-1,0.9999994039535522,True,1,1,0
7,-1,0.8954989314079285,True,1,1,0
3,3,1.0,False,0,0,0
1,-1,0.9999442100524902,True,1,1,0
2,-1,0.9999998807907104,True,1,1,0
5,5,1.0,False,0,0,0
2,2,1.0,False,0,0,0
2,2,1.0,False,0,0,0
6,6,1.0,False,0,0,0
7,7,1.0,False,0,0,0
1,-1,0.99999737739563,True,1,1,0
2,2,1.0,False,0,0,0
0,0,1.0,False,0,0,0
6,-1,0.999996542930603,True,1,1,0
0,0,1.0,False,0,0,0
6,6,1.0,False,0,0,0
4,4,1.0,False,0,0,0
7,7,1.0,False,0,0,0
1,1,1.0,False,0,0,0
6,6,1.0,False,0,0,0
8,8,1.0,False,0,0,0
1,-1,0.9999995231628418,True,1,1,0
2,2,1.0,False,0,0,0
0,0,1.0,False,0,0,0
0,-1,0.9998959302902222,True,1,1,0
1,-1,0.9999830722808838,True,1,1,0
1,-1,0.9999955892562866,True,1,1,0
9,9,1.0,False,0,0,0
1,-1,0.9999961853027344,True,1,1,0
2,2,1.0,False,0,0,0
9,-1,0.9995392560958862,True,1,1,0
5,5,1.0,False,0,0,0
4,4,1.0,False,0,0,0
6,-1,0.9999934434890748,True,1,1,0
7,7,1.0,False,0,0,0
0,0,1.0,False,0,0,0
9,9,1.0,False,0,0,0
8,8,1.0,False,0,0,0
5,-1,0.9999891519546508,True,1,1,0
7,-1,0.9999998807907104,True,1,1,0
9,-1,0.9999997615814208,True,1,1,0
9,9,1.0,False,0,0,0
6,6,1.0,False,0,0,0
4,4,1.0,False,0,0,0
1,-1,0.9999722242355348,True,1,1,0
2,-1,0.9999996423721312,True,1,1,0
0,0,1.0,False,0,0,0
3,3,1.0,False,0,0,0
1,-1,0.9999997615814208,True,1,1,0
3,-1,0.9999998807907104,True,1,1,0
7,-1,0.9999226331710817,True,1,1,0
